/sentences,,,,,,,,
/sentence/@id,/sentence/#id,/sentence/aspectCategories/aspectCategory/@category,/sentence/aspectCategories/aspectCategory/@polarity,/sentence/aspectTerms/aspectTerm/@from,/sentence/aspectTerms/aspectTerm/@polarity,/sentence/aspectTerms/aspectTerm/@term,/sentence/aspectTerms/aspectTerm/@to,/sentence/text
3534,27,ambience,positive,,,,,"All the money went into the interior decoration, none of it went to the chefs."
3534,27,food,negative,,,,,"All the money went into the interior decoration, none of it went to the chefs."
3534,27,,,28,positive,interior decoration,47,"All the money went into the interior decoration, none of it went to the chefs."
3534,27,,,72,negative,chefs,77,"All the money went into the interior decoration, none of it went to the chefs."
1407,28,ambience,negative,,,,,The seats are uncomfortable if you are sitting against the wall on wooden benches.
1407,28,,,4,negative,seats,9,The seats are uncomfortable if you are sitting against the wall on wooden benches.
565,29,food,neutral,,,,,"I asked for seltzer with lime, no ice."
565,29,,,12,neutral,seltzer with lime,29,"I asked for seltzer with lime, no ice."
387,30,price,positive,,,,,It was pretty inexpensive too.
1314,31,anecdotes/miscellaneous,negative,,,,,Will not be back.
675,32,food,positive,,,,,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods."
675,32,,,77,positive,pickles,84,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods."
675,32,,,91,positive,selection of meats and seafoods,122,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods."
2227,33,food,neutral,,,,,My suggestion is to eat family style because you'll want to try the other dishes.
2227,33,,,74,neutral,dishes,80,My suggestion is to eat family style because you'll want to try the other dishes.
2227,33,,,20,positive,eat family style,36,My suggestion is to eat family style because you'll want to try the other dishes.
3367,34,service,positive,,,,,"Best of all is the warm vibe, the owner is super friendly and service is fast."
3367,34,ambience,positive,,,,,"Best of all is the warm vibe, the owner is super friendly and service is fast."
3367,34,,,24,positive,vibe,28,"Best of all is the warm vibe, the owner is super friendly and service is fast."
3367,34,,,34,positive,owner,39,"Best of all is the warm vibe, the owner is super friendly and service is fast."
3367,34,,,62,positive,service,69,"Best of all is the warm vibe, the owner is super friendly and service is fast."
1210,35,price,negative,,,,,This isn't a value joint.
2191,36,anecdotes/miscellaneous,positive,,,,,Faan's got a great concept but a little rough on the delivery.
2191,36,service,negative,,,,,Faan's got a great concept but a little rough on the delivery.
2191,36,,,53,negative,delivery,61,Faan's got a great concept but a little rough on the delivery.
270,37,food,positive,,,,,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
270,37,service,positive,,,,,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
270,37,ambience,positive,,,,,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
270,37,,,20,positive,food,24,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
270,37,,,38,positive,atmosphere,48,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
270,37,,,66,positive,service,73,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
638,38,food,positive,,,,,"Great food at REASONABLE prices, makes for an evening that can't be beat!"
638,38,price,positive,,,,,"Great food at REASONABLE prices, makes for an evening that can't be beat!"
638,38,,,6,positive,food,10,"Great food at REASONABLE prices, makes for an evening that can't be beat!"
638,38,,,25,positive,prices,31,"Great food at REASONABLE prices, makes for an evening that can't be beat!"
500,39,anecdotes/miscellaneous,positive,,,,,Look foward to trying the Ruben upon returning.
1108,40,anecdotes/miscellaneous,neutral,,,,,The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
3294,41,anecdotes/miscellaneous,neutral,,,,,We usually go to the Chart House to celebrate a birthday or anniversary.
388,42,ambience,positive,,,,,this little place has a cute interior decor and affordable city prices.
388,42,price,positive,,,,,this little place has a cute interior decor and affordable city prices.
388,42,,,29,positive,interior deco,42,this little place has a cute interior decor and affordable city prices.
388,42,,,64,positive,prices,70,this little place has a cute interior decor and affordable city prices.
3070,43,anecdotes/miscellaneous,positive,,,,,You'll adore it.
3373,44,price,positive,,,,,Two words: Free wine.
3373,44,,,16,positive,wine,20,Two words: Free wine.
425,45,service,negative,,,,,The price is reasonable although the service is poor.
425,45,price,positive,,,,,The price is reasonable although the service is poor.
425,45,,,4,positive,price,9,The price is reasonable although the service is poor.
425,45,,,37,negative,service,44,The price is reasonable although the service is poor.
3192,46,food,positive,,,,,"The quantity is also very good, you will come out satisfied."
3192,46,,,4,positive,quantity,12,"The quantity is also very good, you will come out satisfied."
1098,47,anecdotes/miscellaneous,negative,,,,,I have been to Roth's twice and both times were very disappointing.
2173,48,anecdotes/miscellaneous,positive,,,,,Worth visiting the 1st Ave spot because it is the original store.
391,49,anecdotes/miscellaneous,neutral,,,,,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
391,49,,,118,neutral,sushi,123,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
391,49,,,146,neutral,sushi bar,155,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
263,50,ambience,positive,,,,,"Raga's is a romantic, cozy restaurant."
2384,51,food,positive,,,,,The fried rice is amazing here.
2384,51,,,4,positive,fried rice,14,The fried rice is amazing here.
2962,52,food,positive,,,,,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
2962,52,,,42,positive,mussels,49,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
2962,52,,,51,positive,puff pastry goat cheese,74,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
2962,52,,,79,positive,salad with a delicious dressing,110,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
2962,52,,,118,positive,hanger steak au poivre,140,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
2962,52,,,6,neutral,courses,13,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
3404,53,food,positive,,,,,it's a perfect place to have a amanzing indian food.
3404,53,,,40,positive,indian food,51,it's a perfect place to have a amanzing indian food.
2599,54,service,positive,,,,,The place is so cool and the service is prompt and curtious.
2599,54,ambience,positive,,,,,The place is so cool and the service is prompt and curtious.
2599,54,,,29,positive,service,36,The place is so cool and the service is prompt and curtious.
2599,54,,,4,positive,place,9,The place is so cool and the service is prompt and curtious.
673,55,food,positive,,,,,At the end you're left with a mild broth with noodles that you can slurp out of a cup.
673,55,,,35,positive,broth with noodles,53,At the end you're left with a mild broth with noodles that you can slurp out of a cup.
648,56,price,positive,,,,,I just wonder how you can have such a delicious meal for such little money.
648,56,food,positive,,,,,I just wonder how you can have such a delicious meal for such little money.
648,56,,,48,positive,meal,52,I just wonder how you can have such a delicious meal for such little money.
648,56,,,69,positive,money,74,I just wonder how you can have such a delicious meal for such little money.
863,57,food,conflict,,,,,The food was delicious but do not come here on a empty stomach.
863,57,,,4,conflict,food,8,The food was delicious but do not come here on a empty stomach.
1623,58,food,positive,,,,,The wine list is excellent.
1623,58,,,4,positive,wine list,13,The wine list is excellent.
2177,59,food,positive,,,,,so garantuan that you can't fit them in a toaster.
430,60,food,positive,,,,,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course)."
430,60,,,84,positive,Thai food,93,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course)."
1101,61,service,positive,,,,,They wouldnt even let me finish my glass of wine before offering another.
1101,61,,,35,neutral,glass of wine,48,They wouldnt even let me finish my glass of wine before offering another.
1823,62,anecdotes/miscellaneous,positive,,,,,I highly recommend the Sophia pizza.
324,63,service,negative,,,,,"Whem asked, we had to ask more detailed questions so that we knew what the specials were."
324,63,,,75,neutral,specials,83,"Whem asked, we had to ask more detailed questions so that we knew what the specials were."
2783,64,anecdotes/miscellaneous,positive,,,,,This is a consistently great place to dine for lunch or dinner.
2783,64,,,47,neutral,lunch,52,This is a consistently great place to dine for lunch or dinner.
2783,64,,,56,neutral,dinner,62,This is a consistently great place to dine for lunch or dinner.
2783,64,,,38,positive,dine,42,This is a consistently great place to dine for lunch or dinner.
2983,65,food,positive,,,,,"Nice atmosphere, the service was very pleasant and the desert was good."
2983,65,service,positive,,,,,"Nice atmosphere, the service was very pleasant and the desert was good."
2983,65,ambience,positive,,,,,"Nice atmosphere, the service was very pleasant and the desert was good."
2983,65,,,5,positive,atmosphere,15,"Nice atmosphere, the service was very pleasant and the desert was good."
2983,65,,,21,positive,service,28,"Nice atmosphere, the service was very pleasant and the desert was good."
2983,65,,,55,positive,desert,61,"Nice atmosphere, the service was very pleasant and the desert was good."
66,66,anecdotes/miscellaneous,positive,,,,,All the people that I bring there go back on their own and bring THEIR friends!
627,67,anecdotes/miscellaneous,positive,,,,,After really enjoying ourselves at the bar we sat down at a table and had dinner.
627,67,,,39,positive,bar,42,After really enjoying ourselves at the bar we sat down at a table and had dinner.
627,67,,,60,neutral,table,65,After really enjoying ourselves at the bar we sat down at a table and had dinner.
627,67,,,74,neutral,dinner,80,After really enjoying ourselves at the bar we sat down at a table and had dinner.
3219,68,food,positive,,,,,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
3219,68,service,positive,,,,,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
3219,68,ambience,positive,,,,,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
3219,68,,,9,positive,service,16,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
3219,68,,,28,positive,food,32,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
3219,68,,,52,positive,atmosphere,62,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
3219,68,,,67,positive,environment,78,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
2934,69,anecdotes/miscellaneous,negative,,,,,Not what I wanted to hear.
2787,70,food,positive,,,,,Try the lasagnette appetizer.
2787,70,,,8,positive,lasagnette appetizer,28,Try the lasagnette appetizer.
825,71,price,negative,,,,,"Pricey, but worth a try, at least once."
825,71,anecdotes/miscellaneous,positive,,,,,"Pricey, but worth a try, at least once."
197,72,anecdotes/miscellaneous,negative,,,,,"I've been there a few times, and I usually end up sitting next to some pretty odd people."
604,73,food,positive,,,,,I liked the beer selection!
604,73,,,12,positive,beer selection,26,I liked the beer selection!
2911,74,food,positive,,,,,"Great food, good size menu, great service and an unpretensious setting."
2911,74,service,positive,,,,,"Great food, good size menu, great service and an unpretensious setting."
2911,74,ambience,positive,,,,,"Great food, good size menu, great service and an unpretensious setting."
2911,74,,,6,positive,food,10,"Great food, good size menu, great service and an unpretensious setting."
2911,74,,,22,positive,menu,26,"Great food, good size menu, great service and an unpretensious setting."
2911,74,,,34,positive,service,41,"Great food, good size menu, great service and an unpretensious setting."
2911,74,,,63,positive,setting,70,"Great food, good size menu, great service and an unpretensious setting."
3074,75,anecdotes/miscellaneous,conflict,,,,,Go here for a romantic dinner but not for an all out wow dining experience.
3074,75,,,23,positive,dinner,29,Go here for a romantic dinner but not for an all out wow dining experience.
3074,75,,,57,positive,dining,63,Go here for a romantic dinner but not for an all out wow dining experience.
1479,76,anecdotes/miscellaneous,positive,,,,,Can't wait to go back.
1074,77,anecdotes/miscellaneous,neutral,,,,,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
1074,77,,,17,neutral,Dosa,21,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
912,78,food,positive,,,,,Wine list selection is good and wine-by-the-glass was generously filled to the top.
912,78,,,0,positive,Wine list selection,19,Wine list selection is good and wine-by-the-glass was generously filled to the top.
912,78,,,32,positive,wine-by-the-glass,49,Wine list selection is good and wine-by-the-glass was generously filled to the top.
728,79,food,positive,,,,,"With the great variety on the menu , I eat here often and never get bored ."
728,79,,,30,positive,menu,34,"With the great variety on the menu , I eat here often and never get bored ."
2925,80,food,negative,,,,,The menu is very limited - i think we counted 4 or 5 entrees.
2925,80,,,4,negative,menu,8,The menu is very limited - i think we counted 4 or 5 entrees.
2925,80,,,53,negative,entrees,60,The menu is very limited - i think we counted 4 or 5 entrees.
495,81,anecdotes/miscellaneous,positive,,,,,"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been."
3436,82,food,conflict,,,,,The menu is limited but almost all of the dishes are excellent.
3436,82,,,4,negative,menu,8,The menu is limited but almost all of the dishes are excellent.
3436,82,,,42,positive,dishes,48,The menu is limited but almost all of the dishes are excellent.
3273,83,food,negative,,,,,Not too crazy about their sake martini.
3273,83,,,26,negative,sake martini,38,Not too crazy about their sake martini.
1215,84,food,positive,,,,,"Great bagels, spreads and a good place to hang out in."
1215,84,anecdotes/miscellaneous,positive,,,,,"Great bagels, spreads and a good place to hang out in."
1215,84,,,6,positive,bagels,12,"Great bagels, spreads and a good place to hang out in."
1215,84,,,14,positive,spreads,21,"Great bagels, spreads and a good place to hang out in."
183,85,service,conflict,,,,,"The service varys from day to day- sometimes they're very nice, and sometimes not."
183,85,,,4,conflict,service,11,"The service varys from day to day- sometimes they're very nice, and sometimes not."
2511,86,ambience,positive,,,,,"whoever the jazz duo was, they were on POINT."
282,87,service,positive,,,,,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.
282,87,,,90,neutral,table,95,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.
1562,88,price,positive,,,,,This place is a great bargain.
1712,89,anecdotes/miscellaneous,positive,,,,,We happened upon this place purely by accident and were pleased with the results.
3249,90,food,positive,,,,,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits."
3249,90,anecdotes/miscellaneous,negative,,,,,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits."
3249,90,,,19,positive,food,23,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits."
2052,91,anecdotes/miscellaneous,positive,,,,,Deff recimmend Bukhara they also have opened two new locations guess ill try them out.
3207,92,food,positive,,,,,We always have a delicious meal and always leave feeling satisfied.
3207,92,,,27,positive,meal,31,We always have a delicious meal and always leave feeling satisfied.
672,93,food,neutral,,,,,"Dip the ingredients in with your chopsticks, swirl them around, and eat."
672,93,,,8,neutral,ingredients,19,"Dip the ingredients in with your chopsticks, swirl them around, and eat."
672,93,,,33,neutral,chopsticks,43,"Dip the ingredients in with your chopsticks, swirl them around, and eat."
2972,94,ambience,positive,,,,,First went here to enjoy their garden terrace.
2972,94,,,31,positive,garden terrace,45,First went here to enjoy their garden terrace.
1903,95,food,conflict,,,,,"My husbands was perfect, my was well done and dry."
2549,96,service,positive,,,,,"Everyone I have spoken too there is super friendly, helpful, and willing to the extra mile for a customer."
1755,97,food,positive,,,,,The pizza was pretty good and huge.
1755,97,,,4,positive,pizza,9,The pizza was pretty good and huge.
2890,98,anecdotes/miscellaneous,positive,,,,,Sapphire is the only Indian restaurant I go to when I'm in NYC.
2277,99,food,neutral,,,,,"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei."
2277,99,,,4,neutral,cuisine,11,"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei."
2308,100,anecdotes/miscellaneous,positive,,,,,I heartily recommend.
51,101,anecdotes/miscellaneous,positive,,,,,Heartland Brewery is by far one of the best places in NYC to make new friends and catch up with old ones.
3680,102,ambience,positive,,,,,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.
3680,102,,,50,positive,atmosphere,60,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.
3155,103,service,positive,,,,,They are often crowded on the weekends but they are efficient and accurate with their service.
3155,103,ambience,negative,,,,,They are often crowded on the weekends but they are efficient and accurate with their service.
3155,103,,,86,positive,service,93,They are often crowded on the weekends but they are efficient and accurate with their service.
3155,103,,,15,negative,crowded,22,They are often crowded on the weekends but they are efficient and accurate with their service.
1688,104,food,negative,,,,,All my co-workers were amazed at how small the dish was.
1688,104,,,47,negative,dish,51,All my co-workers were amazed at how small the dish was.
598,105,food,positive,,,,,"The atmosphere is unheralded, the service impecible, and the food magnificant."
598,105,service,positive,,,,,"The atmosphere is unheralded, the service impecible, and the food magnificant."
598,105,ambience,positive,,,,,"The atmosphere is unheralded, the service impecible, and the food magnificant."
598,105,,,4,positive,atmosphere,14,"The atmosphere is unheralded, the service impecible, and the food magnificant."
598,105,,,34,positive,service,41,"The atmosphere is unheralded, the service impecible, and the food magnificant."
598,105,,,61,positive,food,65,"The atmosphere is unheralded, the service impecible, and the food magnificant."
2926,106,food,negative,,,,,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat."
2926,106,,,24,negative,grilled branzino,40,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat."
3083,107,food,positive,,,,,"The wait staff is friendly, and the food has gotten better and better!"
3083,107,service,positive,,,,,"The wait staff is friendly, and the food has gotten better and better!"
3083,107,,,4,positive,wait staff,14,"The wait staff is friendly, and the food has gotten better and better!"
3083,107,,,36,positive,food,40,"The wait staff is friendly, and the food has gotten better and better!"
1388,108,anecdotes/miscellaneous,positive,,,,,"This place, which is only a few months old, is perhaps Queens' biggest secret!"
2977,109,food,positive,,,,,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
2977,109,ambience,conflict,,,,,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
2977,109,,,44,positive,vibe,48,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
2977,109,,,76,positive,French food,87,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
2977,109,,,16,negative,packed,22,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
1574,110,anecdotes/miscellaneous,positive,,,,,This place is so much fun.
498,111,anecdotes/miscellaneous,positive,,,,,I was glad I did.
2604,112,food,positive,,,,,Right off the L in Brooklyn this is a nice cozy place with good pizza.
2604,112,ambience,positive,,,,,Right off the L in Brooklyn this is a nice cozy place with good pizza.
2604,112,,,64,positive,pizza,69,Right off the L in Brooklyn this is a nice cozy place with good pizza.
2604,112,,,48,positive,place,53,Right off the L in Brooklyn this is a nice cozy place with good pizza.
473,113,service,negative,,,,,I've never been treated so rudely.
380,114,anecdotes/miscellaneous,positive,,,,,I'll be back soon.
2960,115,food,positive,,,,,Le Pere Pinard has a $15 pre-theater menu that is outstanding.
2960,115,,,25,positive,pre-theater menu,41,Le Pere Pinard has a $15 pre-theater menu that is outstanding.
322,116,anecdotes/miscellaneous,positive,,,,,Went inside and I started to get excited.
1383,117,service,negative,,,,,I also ordered for delivery and the restaurant forgot half the order.
1383,117,,,19,negative,delivery,27,I also ordered for delivery and the restaurant forgot half the order.
1383,117,,,63,negative,order,68,I also ordered for delivery and the restaurant forgot half the order.
892,118,service,negative,,,,,Our server checked on us maybe twice during the entire meal.
892,118,,,4,negative,server,10,Our server checked on us maybe twice during the entire meal.
892,118,,,55,neutral,meal,59,Our server checked on us maybe twice during the entire meal.
2296,119,anecdotes/miscellaneous,positive,,,,,"However, it is jus too good to not praise it."
868,120,anecdotes/miscellaneous,positive,,,,,We have been to Montparnasse many times and return often for good reason.
2936,121,anecdotes/miscellaneous,negative,,,,,The strong scents coming from the left and right of me negatively affected my taste buds.
2936,121,,,11,negative,scents,17,The strong scents coming from the left and right of me negatively affected my taste buds.
3423,122,food,positive,,,,,We had the lobster sandwich and it was FANTASTIC.
3423,122,,,11,positive,lobster sandwich,27,We had the lobster sandwich and it was FANTASTIC.
154,123,anecdotes/miscellaneous,positive,,,,,It's somewhere you can eat and be happy.
591,124,anecdotes/miscellaneous,positive,,,,,"If you wrote a bad review, it's because you don't understand what Rao's is all about."
1197,125,service,negative,,,,,"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!"
1197,125,,,143,negative,check,148,"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!"
2061,126,anecdotes/miscellaneous,positive,,,,,but overall i give it a 10
2274,127,food,positive,,,,,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them."
2274,127,price,positive,,,,,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them."
2274,127,,,11,conflict,Spider Roll,22,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them."
2274,127,,,124,positive,price,129,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them."
2274,127,,,67,positive,shell crab,77,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them."
